timestamp,temperature_celsius,humidity_percent,gas_level_ppm,condition_label
2023-03-01 07:45:00,35.99,42.1,172.2,Hot
2023-03-01 08:00:00,38.87,39.8,198.4,Hot
2023-03-01 08:15:00,36.32,52.1,197.3,Hot
2023-03-01 08:30:00,36.25,46.3,244.6,Hot
2023-03-01 08:45:00,38.72,40.4,212.9,Hot
2023-03-01 09:00:00,39.53,36.7,200.3,Hot
2023-03-01 09:15:00,40.38,40.4,179.9,Hot
2023-03-01 09:30:00,37.14,52.5,219.8,Hot
2023-03-01 09:45:00,38.07,38.5,122.4,Hot
2023-03-01 10:00:00,40.33,42.7,178.9,Hot
2023-03-01 10:15:00,37.74,43.6,107.4,Hot
2023-03-01 10:30:00,41.47,38.9,152.6,Hot
2023-03-01 10:45:00,39.83,32.1,164.0,Hot
2023-03-01 11:00:00,42.31,30.6,121.3,Hot
2023-03-01 11:15:00,38.43,41.5,142.3,Hot
2023-03-01 11:30:00,41.92,50.2,116.8,Hot
2023-03-01 11:45:00,40.31,34.6,124.3,Hot
2023-03-01 12:00:00,38.62,38.0,156.1,Hot
2023-03-01 12:15:00,40.26,34.8,141.9,Hot
2023-03-01 12:30:00,42.04,38.9,165.8,Hot
2023-03-01 12:45:00,38.41,42.3,131.5,Hot
2023-03-01 13:00:00,41.03,40.6,116.5,Hot
2023-03-01 13:15:00,41.14,36.3,174.2,Hot
2023-03-01 13:30:00,39.75,40.7,134.6,Hot
2023-03-01 13:45:00,44.29,30.1,173.3,Hot
2023-03-01 14:00:00,40.18,45.1,150.7,Hot
2023-03-01 14:15:00,43.76,35.2,126.2,Hot
2023-03-01 14:30:00,39.73,31.7,172.2,Hot
2023-03-01 14:45:00,37.95,49.0,173.5,Hot
2023-03-01 15:00:00,40.53,34.1,162.1,Hot
2023-03-01 15:15:00,40.68,46.3,122.8,Hot
2023-03-01 15:30:00,39.99,48.1,138.3,Hot
2023-03-01 15:45:00,38.67,49.3,139.0,Hot
2023-03-01 16:00:00,38.51,41.6,124.6,Hot
2023-03-01 16:15:00,38.56,49.1,107.5,Hot
2023-03-01 16:30:00,39.21,47.5,163.6,Hot
2023-03-01 16:45:00,36.41,46.1,172.4,Hot
2023-03-01 17:00:00,35.53,46.1,151.6,Hot
2023-03-01 17:15:00,33.46,60.6,168.9,Hot
2023-03-01 17:30:00,38.84,35.2,185.2,Hot
2023-03-01 17:45:00,33.4,55.3,219.5,Hot
2023-03-01 18:00:00,30.64,50.2,179.9,Normal
2023-03-01 18:15:00,30.44,61.1,201.1,Normal
2023-03-01 18:30:00,36.65,56.4,253.7,Hot
2023-03-01 18:45:00,26.42,69.1,213.6,Normal
2023-03-01 19:00:00,26.71,76.8,191.2,Normal
2023-03-01 19:15:00,32.66,64.3,223.4,Hot
2023-03-01 19:30:00,29.98,62.4,191.5,Normal
2023-03-01 19:45:00,30.07,67.2,171.2,Normal
2023-03-01 20:00:00,28.01,65.2,192.5,Normal
2023-03-01 20:15:00,30.27,71.1,151.0,Normal
2023-03-01 20:30:00,26.53,77.1,174.3,Normal
2023-03-01 20:45:00,23.96,64.4,185.9,Normal
2023-03-01 21:00:00,26.86,72.7,137.1,Normal
2023-03-01 21:15:00,28.46,67.7,159.3,Normal
2023-03-01 21:30:00,27.64,77.5,159.7,Normal
2023-03-01 21:45:00,29.54,71.4,182.5,Normal
2023-03-01 22:00:00,25.64,77.3,131.7,Normal
2023-03-01 22:15:00,26.27,77.2,177.2,Normal
2023-03-01 22:30:00,24.77,77.5,177.1,Normal
2023-03-01 22:45:00,25.75,74.2,137.4,Normal
2023-03-01 23:00:00,26.04,88.3,168.9,Normal
2023-03-01 23:15:00,26.43,82.4,202.1,Normal
2023-03-01 23:30:00,25.96,81.3,175.9,Normal
2023-03-01 23:45:00,25.16,80.1,175.6,Normal
2023-03-02 00:00:00,25.55,81.6,139.0,Normal
2023-03-02 00:15:00,26.03,82.7,163.5,Normal
2023-03-02 00:30:00,25.24,88.2,203.7,Normal
2023-03-02 00:45:00,26.56,79.7,190.4,Normal
2023-03-02 01:00:00,24.65,72.8,219.7,Normal
2023-03-02 01:15:00,23.81,76.0,145.6,Normal
2023-03-02 01:30:00,22.7,86.8,186.1,Normal
2023-03-02 01:45:00,28.48,70.8,189.2,Normal
2023-03-02 02:00:00,24.85,84.0,191.9,Normal
2023-03-02 02:15:00,25.27,76.9,150.1,Normal
2023-03-02 02:30:00,29.13,81.4,184.3,Normal
2023-03-02 02:45:00,28.29,65.2,188.1,Normal
2023-03-02 03:00:00,25.3,75.8,144.3,Normal
2023-03-02 03:15:00,27.47,60.2,180.5,Normal
2023-03-02 03:30:00,28.31,72.3,176.3,Normal
2023-03-02 03:45:00,29.42,71.0,183.6,Normal
2023-03-02 04:00:00,28.06,66.2,155.3,Normal
2023-03-02 04:15:00,27.7,73.7,156.6,Normal
2023-03-02 04:30:00,26.45,79.2,148.4,Normal
2023-03-02 04:45:00,36.75,57.5,151.7,Hot
2023-03-02 05:00:00,29.99,63.4,189.6,Normal
2023-03-02 05:15:00,29.25,65.8,197.4,Normal
2023-03-02 05:30:00,29.27,62.7,150.1,Normal
2023-03-02 05:45:00,34.62,56.4,141.4,Hot
2023-03-02 06:00:00,30.94,64.4,154.5,Normal
2023-03-02 06:15:00,32.14,60.6,169.4,Hot
2023-03-02 06:30:00,31.06,59.6,178.2,Normal
2023-03-02 06:45:00,36.39,45.5,190.1,Hot
2023-03-02 07:00:00,34.99,52.0,207.7,Hot
2023-03-02 07:15:00,33.94,47.9,202.0,Hot
2023-03-02 07:30:00,35.69,54.7,199.3,Hot
2023-03-02 07:45:00,38.18,39.6,268.3,Hot
2023-03-02 08:00:00,36.17,49.1,191.6,Hot
2023-03-02 08:15:00,36.62,39.4,176.4,Hot
2023-03-02 08:30:00,38.0,47.8,179.8,Hot
2023-03-02 08:45:00,37.86,45.3,214.2,Hot
2023-03-02 09:00:00,38.64,49.0,217.0,Hot
2023-03-02 09:15:00,35.81,54.6,179.8,Hot
2023-03-02 09:30:00,40.73,37.9,194.1,Hot
2023-03-02 09:45:00,39.82,41.3,143.6,Hot
2023-03-02 10:00:00,38.65,38.3,160.4,Hot
2023-03-02 10:15:00,39.5,38.6,112.1,Hot
2023-03-02 10:30:00,40.29,41.1,129.0,Hot
2023-03-02 10:45:00,45.0,25.3,134.9,Hot
2023-03-02 11:00:00,44.82,35.8,141.0,Hot
2023-03-02 11:15:00,40.67,48.2,160.3,Hot
2023-03-02 11:30:00,42.48,33.3,120.6,Hot
2023-03-02 11:45:00,41.39,31.6,143.8,Hot
2023-03-02 12:00:00,42.46,29.7,146.3,Hot
2023-03-02 12:15:00,44.54,34.3,135.4,Hot
2023-03-02 12:30:00,37.91,45.4,135.7,Hot
2023-03-02 12:45:00,38.21,35.7,108.9,Hot
2023-03-02 13:00:00,41.89,37.4,188.0,Hot
2023-03-02 13:15:00,39.58,46.9,165.5,Hot
2023-03-02 13:30:00,41.62,33.3,119.4,Hot
2023-03-02 13:45:00,38.36,43.2,131.8,Hot
2023-03-02 14:00:00,38.28,46.3,147.0,Hot
2023-03-02 14:15:00,41.46,37.1,97.1,Hot
2023-03-02 14:30:00,37.54,45.7,134.7,Hot
2023-03-02 14:45:00,38.94,40.4,177.0,Hot
2023-03-02 15:00:00,39.06,48.7,161.7,Hot
2023-03-02 15:15:00,35.87,36.9,167.3,Hot
2023-03-02 15:30:00,36.2,57.2,154.1,Hot
2023-03-02 15:45:00,35.63,43.3,190.0,Hot
2023-03-02 16:00:00,35.53,46.7,144.2,Hot
2023-03-02 16:15:00,37.88,45.5,154.0,Hot
2023-03-02 16:30:00,33.79,44.3,188.2,Hot
2023-03-02 16:45:00,35.05,59.9,532.8,Poor Air Quality
2023-03-02 17:00:00,34.73,55.8,213.9,Hot
2023-03-02 17:15:00,35.17,48.7,180.9,Hot
2023-03-02 17:30:00,34.88,43.4,206.9,Hot
2023-03-02 17:45:00,34.29,54.2,221.9,Hot
2023-03-02 18:00:00,36.46,51.5,180.6,Hot
2023-03-02 18:15:00,32.31,53.8,193.5,Hot
2023-03-02 18:30:00,33.23,67.3,249.0,Hot
2023-03-02 18:45:00,28.03,63.5,184.6,Normal
2023-03-02 19:00:00,29.93,69.4,188.9,Normal
2023-03-02 19:15:00,28.79,63.1,224.6,Normal
2023-03-02 19:30:00,33.56,57.6,220.8,Hot
2023-03-02 19:45:00,26.0,76.9,162.0,Normal
2023-03-02 20:00:00,32.78,63.2,180.2,Hot
2023-03-02 20:15:00,26.56,77.3,156.0,Normal
2023-03-02 20:30:00,27.53,63.3,189.6,Normal
2023-03-02 20:45:00,29.19,70.7,204.8,Normal
2023-03-02 21:00:00,26.59,79.2,142.9,Normal
2023-03-02 21:15:00,23.56,81.0,170.5,Normal
2023-03-02 21:30:00,31.6,60.0,175.2,Normal
2023-03-02 21:45:00,24.07,73.7,159.2,Normal
2023-03-02 22:00:00,28.29,65.9,169.5,Normal
2023-03-02 22:15:00,26.38,73.6,123.6,Normal
2023-03-02 22:30:00,28.19,83.7,163.3,Normal
2023-03-02 22:45:00,25.9,80.7,144.9,Normal
2023-03-02 23:00:00,25.1,77.6,140.3,Normal
2023-03-02 23:15:00,24.26,79.2,162.7,Normal
2023-03-02 23:30:00,24.63,78.3,169.7,Normal
2023-03-02 23:45:00,22.4,84.8,175.7,Normal
2023-03-03 00:00:00,27.39,72.8,490.7,Poor Air Quality
2023-03-03 00:15:00,22.71,79.6,191.6,Normal
2023-03-03 00:30:00,27.31,73.9,151.3,Normal
2023-03-03 00:45:00,29.83,77.6,584.2,Poor Air Quality
2023-03-03 01:00:00,25.44,69.8,139.1,Normal
2023-03-03 01:15:00,29.3,67.8,169.3,Normal
2023-03-03 01:30:00,26.87,81.6,154.9,Normal
2023-03-03 01:45:00,22.36,78.4,162.7,Normal
2023-03-03 02:00:00,24.78,84.0,161.2,Normal
2023-03-03 02:15:00,27.97,69.4,152.6,Normal
2023-03-03 02:30:00,25.45,77.1,180.4,Normal
2023-03-03 02:45:00,27.42,67.9,129.2,Normal
2023-03-03 03:00:00,27.84,70.2,166.1,Normal
2023-03-03 03:15:00,29.45,72.4,151.8,Normal
2023-03-03 03:30:00,26.8,73.1,174.8,Normal
2023-03-03 03:45:00,27.99,74.4,172.6,Normal
2023-03-03 04:00:00,25.68,72.9,141.9,Normal
2023-03-03 04:15:00,28.83,70.7,373.8,Poor Air Quality
2023-03-03 04:30:00,31.68,66.9,160.8,Normal
2023-03-03 04:45:00,32.08,69.8,150.1,Hot
2023-03-03 05:00:00,31.07,61.2,180.6,Normal
2023-03-03 05:15:00,29.36,60.3,154.8,Normal
2023-03-03 05:30:00,32.1,61.2,205.1,Hot
2023-03-03 05:45:00,34.33,62.3,151.0,Hot
2023-03-03 06:00:00,34.14,59.0,162.1,Hot
2023-03-03 06:15:00,37.63,48.3,151.2,Hot
2023-03-03 06:30:00,29.07,64.2,171.5,Normal
2023-03-03 06:45:00,35.27,50.3,347.1,Poor Air Quality
2023-03-03 07:00:00,32.48,59.0,231.4,Hot
2023-03-03 07:15:00,35.04,52.4,176.5,Hot
2023-03-03 07:30:00,34.27,59.0,182.3,Hot
2023-03-03 07:45:00,35.31,50.3,176.9,Hot
2023-03-03 08:00:00,37.14,43.7,224.4,Hot
2023-03-03 08:15:00,38.62,54.8,207.1,Hot
2023-03-03 08:30:00,39.02,39.9,193.5,Hot
2023-03-03 08:45:00,36.68,49.3,179.1,Hot
2023-03-03 09:00:00,39.76,42.7,204.8,Hot
2023-03-03 09:15:00,36.78,43.5,173.7,Hot
2023-03-03 09:30:00,38.7,43.2,196.1,Hot
2023-03-03 09:45:00,44.21,44.7,157.9,Hot
2023-03-03 10:00:00,44.57,30.8,148.0,Hot
2023-03-03 10:15:00,40.11,39.7,381.2,Poor Air Quality
2023-03-03 10:30:00,41.17,30.2,160.0,Hot
2023-03-03 10:45:00,40.5,42.8,108.2,Hot
2023-03-03 11:00:00,43.39,29.7,144.8,Hot
2023-03-03 11:15:00,42.69,35.3,133.3,Hot
2023-03-03 11:30:00,39.09,36.6,156.5,Hot
2023-03-03 11:45:00,39.01,40.2,147.2,Hot
2023-03-03 12:00:00,42.66,28.2,121.3,Hot
2023-03-03 12:15:00,37.73,41.4,251.1,Hot
2023-03-03 12:30:00,42.08,35.9,168.2,Hot
2023-03-03 12:45:00,44.39,31.1,159.6,Hot
2023-03-03 13:00:00,41.28,39.2,165.7,Hot
2023-03-03 13:15:00,42.02,35.0,114.5,Hot
2023-03-03 13:30:00,41.46,28.3,124.6,Hot
2023-03-03 13:45:00,36.39,37.9,118.6,Hot
2023-03-03 14:00:00,41.64,32.9,145.1,Hot
2023-03-03 14:15:00,40.78,37.1,158.1,Hot
2023-03-03 14:30:00,39.95,39.6,108.9,Hot
2023-03-03 14:45:00,39.51,31.6,142.2,Hot
2023-03-03 15:00:00,41.62,38.1,128.5,Hot
2023-03-03 15:15:00,40.41,39.0,182.7,Hot
2023-03-03 15:30:00,40.61,45.2,146.3,Hot
2023-03-03 15:45:00,35.37,47.2,153.4,Hot
2023-03-03 16:00:00,37.66,43.1,154.5,Hot
2023-03-03 16:15:00,37.26,43.7,128.5,Hot
2023-03-03 16:30:00,42.19,41.1,138.1,Hot
2023-03-03 16:45:00,32.72,54.8,199.4,Hot
2023-03-03 17:00:00,35.74,31.5,161.3,Hot
2023-03-03 17:15:00,32.28,56.1,220.3,Hot
2023-03-03 17:30:00,37.74,49.7,191.2,Hot
2023-03-03 17:45:00,32.07,53.1,194.5,Hot
2023-03-03 18:00:00,34.84,56.4,242.6,Hot
2023-03-03 18:15:00,36.97,53.2,228.4,Hot
2023-03-03 18:30:00,34.21,59.3,206.4,Hot
2023-03-03 18:45:00,28.29,79.6,217.6,Normal
2023-03-03 19:00:00,29.75,59.4,236.1,Normal
2023-03-03 19:15:00,31.99,60.4,173.6,Normal
2023-03-03 19:30:00,30.71,60.7,178.6,Normal
2023-03-03 19:45:00,29.52,68.0,186.1,Normal
2023-03-03 20:00:00,29.7,72.3,152.9,Normal
2023-03-03 20:15:00,30.51,68.7,158.1,Normal
2023-03-03 20:30:00,29.34,63.5,171.1,Normal
2023-03-03 20:45:00,23.25,80.4,158.2,Normal
2023-03-03 21:00:00,31.17,70.7,196.6,Normal
2023-03-03 21:15:00,24.47,72.9,172.0,Normal
2023-03-03 21:30:00,29.0,78.7,168.7,Normal
2023-03-03 21:45:00,28.55,71.8,164.2,Normal
2023-03-03 22:00:00,27.02,84.4,188.4,Normal
2023-03-03 22:15:00,26.87,68.1,161.7,Normal
2023-03-03 22:30:00,25.73,75.8,172.3,Normal
2023-03-03 22:45:00,27.25,85.0,160.8,Normal
2023-03-03 23:00:00,24.48,82.7,146.3,Normal
2023-03-03 23:15:00,27.79,69.1,152.7,Normal
2023-03-03 23:30:00,24.91,75.1,145.1,Normal
2023-03-03 23:45:00,27.8,79.4,173.4,Normal
2023-03-04 00:00:00,23.01,76.3,151.7,Normal
2023-03-04 00:15:00,25.6,77.9,177.4,Normal
2023-03-04 00:30:00,25.24,81.3,142.4,Normal
2023-03-04 00:45:00,20.83,86.9,155.8,Normal
2023-03-04 01:00:00,24.89,79.3,158.3,Normal
2023-03-04 01:15:00,23.59,87.2,153.6,Normal
2023-03-04 01:30:00,27.05,69.2,181.6,Normal
2023-03-04 01:45:00,29.24,70.9,150.9,Normal
2023-03-04 02:00:00,29.58,68.1,133.3,Normal
2023-03-04 02:15:00,29.95,63.2,148.5,Normal
2023-03-04 02:30:00,26.98,80.0,183.4,Normal
2023-03-04 02:45:00,28.58,66.3,135.2,Normal
2023-03-04 03:00:00,28.17,64.6,132.4,Normal
2023-03-04 03:15:00,24.01,78.6,170.3,Normal
2023-03-04 03:30:00,27.42,82.8,142.9,Normal
2023-03-04 03:45:00,27.6,70.5,138.8,Normal
2023-03-04 04:00:00,29.07,75.4,145.0,Normal
2023-03-04 04:15:00,26.43,66.3,150.7,Normal
2023-03-04 04:30:00,26.8,78.9,180.5,Normal
2023-03-04 04:45:00,34.4,60.0,151.5,Hot
2023-03-04 05:00:00,31.1,61.9,154.9,Normal
2023-03-04 05:15:00,30.37,78.0,137.1,Normal
2023-03-04 05:30:00,33.22,64.4,147.3,Hot
2023-03-04 05:45:00,26.35,69.7,148.5,Normal
2023-03-04 06:00:00,32.8,56.3,132.0,Hot
2023-03-04 06:15:00,34.81,57.9,125.8,Hot
2023-03-04 06:30:00,30.33,66.2,168.1,Normal
2023-03-04 06:45:00,34.93,54.8,192.2,Hot
2023-03-04 07:00:00,35.67,48.3,219.7,Hot
2023-03-04 07:15:00,36.91,43.7,206.9,Hot
2023-03-04 07:30:00,34.41,46.0,203.2,Hot
2023-03-04 07:45:00,36.25,50.5,188.1,Hot
2023-03-04 08:00:00,36.26,42.9,226.7,Hot
2023-03-04 08:15:00,36.11,42.0,162.0,Hot
2023-03-04 08:30:00,38.45,43.8,164.4,Hot
2023-03-04 08:45:00,38.75,44.5,189.3,Hot
2023-03-04 09:00:00,40.2,26.6,155.9,Hot
2023-03-04 09:15:00,41.94,37.3,194.2,Hot
2023-03-04 09:30:00,40.59,41.5,190.4,Hot
2023-03-04 09:45:00,38.58,45.0,132.3,Hot
2023-03-04 10:00:00,37.99,40.8,149.1,Hot
2023-03-04 10:15:00,41.35,25.1,570.8,Poor Air Quality
2023-03-04 10:30:00,40.57,39.5,124.7,Hot
2023-03-04 10:45:00,37.1,40.2,107.8,Hot
2023-03-04 11:00:00,40.88,27.8,148.1,Hot
2023-03-04 11:15:00,40.55,30.4,107.0,Hot
2023-03-04 11:30:00,39.19,40.8,166.4,Hot
2023-03-04 11:45:00,38.62,37.7,144.2,Hot
2023-03-04 12:00:00,42.67,33.9,149.4,Hot
2023-03-04 12:15:00,41.88,34.6,156.4,Hot
2023-03-04 12:30:00,42.36,32.0,160.7,Hot
2023-03-04 12:45:00,40.39,33.5,138.1,Hot
2023-03-04 13:00:00,41.43,31.7,155.5,Hot
2023-03-04 13:15:00,42.38,32.4,148.6,Hot
2023-03-04 13:30:00,40.02,37.6,152.3,Hot
2023-03-04 13:45:00,36.25,46.0,225.6,Hot
2023-03-04 14:00:00,42.17,39.1,135.6,Hot
2023-03-04 14:15:00,40.77,31.5,467.8,Poor Air Quality
2023-03-04 14:30:00,43.94,27.7,124.9,Hot
2023-03-04 14:45:00,35.83,45.0,133.9,Hot
2023-03-04 15:00:00,40.89,34.4,121.3,Hot
2023-03-04 15:15:00,36.42,50.0,140.4,Hot
2023-03-04 15:30:00,37.57,47.7,141.5,Hot
2023-03-04 15:45:00,36.25,45.1,150.6,Hot
2023-03-04 16:00:00,35.32,48.2,122.3,Hot
2023-03-04 16:15:00,37.44,47.6,146.7,Hot
2023-03-04 16:30:00,34.57,53.7,146.2,Hot
2023-03-04 16:45:00,37.87,50.5,186.8,Hot
2023-03-04 17:00:00,34.08,57.7,192.9,Hot
2023-03-04 17:15:00,34.89,56.6,212.0,Hot
2023-03-04 17:30:00,36.08,49.0,178.6,Hot
2023-03-04 17:45:00,32.57,61.1,180.9,Hot
2023-03-04 18:00:00,29.24,57.4,196.0,Normal
2023-03-04 18:15:00,32.73,62.4,208.8,Hot
2023-03-04 18:30:00,34.42,58.1,205.3,Hot
2023-03-04 18:45:00,36.04,57.0,176.9,Hot
2023-03-04 19:00:00,34.49,59.2,172.8,Hot
2023-03-04 19:15:00,30.81,68.6,223.2,Normal
2023-03-04 19:30:00,30.93,73.1,200.1,Normal
2023-03-04 19:45:00,29.75,64.1,163.8,Normal
2023-03-04 20:00:00,30.52,62.8,168.0,Normal
2023-03-04 20:15:00,26.34,69.8,187.6,Normal
2023-03-04 20:30:00,30.35,67.8,146.3,Normal
2023-03-04 20:45:00,25.33,79.8,161.4,Normal
2023-03-04 21:00:00,28.97,71.7,170.8,Normal
2023-03-04 21:15:00,26.59,77.1,156.7,Normal
2023-03-04 21:30:00,28.98,72.3,145.0,Normal
2023-03-04 21:45:00,25.09,90.2,153.1,Normal
2023-03-04 22:00:00,26.07,74.4,159.9,Normal
2023-03-04 22:15:00,26.5,71.2,182.9,Normal
2023-03-04 22:30:00,23.2,81.1,157.2,Normal
2023-03-04 22:45:00,26.1,81.9,163.6,Normal
2023-03-04 23:00:00,23.86,81.9,165.5,Normal
2023-03-04 23:15:00,26.42,84.1,167.3,Normal
2023-03-04 23:30:00,26.21,75.9,167.3,Normal
2023-03-04 23:45:00,22.12,89.4,203.9,Normal
2023-03-05 00:00:00,22.82,85.5,174.3,Normal
2023-03-05 00:15:00,25.31,79.1,172.3,Normal
2023-03-05 00:30:00,27.11,72.1,167.3,Normal
2023-03-05 00:45:00,29.95,71.4,170.1,Normal
2023-03-05 01:00:00,25.59,83.1,163.5,Normal
2023-03-05 01:15:00,23.68,73.4,127.9,Normal
2023-03-05 01:30:00,30.07,78.1,159.4,Normal
2023-03-05 01:45:00,27.74,80.1,149.8,Normal
2023-03-05 02:00:00,30.36,77.8,150.9,Normal
2023-03-05 02:15:00,27.12,77.8,193.8,Normal
2023-03-05 02:30:00,27.26,73.4,198.1,Normal
2023-03-05 02:45:00,27.81,73.6,154.6,Normal
2023-03-05 03:00:00,27.99,68.1,143.8,Normal
2023-03-05 03:15:00,25.06,79.5,167.9,Normal
2023-03-05 03:30:00,26.39,72.3,148.8,Normal
2023-03-05 03:45:00,29.2,67.6,144.7,Normal
2023-03-05 04:00:00,31.88,71.5,142.4,Normal
2023-03-05 04:15:00,27.0,68.1,125.8,Normal
2023-03-05 04:30:00,31.21,66.5,178.5,Normal
2023-03-05 04:45:00,29.88,71.5,186.1,Normal
2023-03-05 05:00:00,29.69,63.7,136.9,Normal
2023-03-05 05:15:00,33.79,55.6,185.0,Hot
2023-03-05 05:30:00,31.96,63.0,134.8,Normal
2023-03-05 05:45:00,34.01,53.3,156.5,Hot
2023-03-05 06:00:00,34.08,61.9,171.0,Hot
2023-03-05 06:15:00,35.48,63.1,171.5,Hot
2023-03-05 06:30:00,32.44,55.9,147.5,Hot
2023-03-05 06:45:00,35.28,59.7,187.5,Hot
2023-03-05 07:00:00,33.86,59.0,172.2,Hot
2023-03-05 07:15:00,36.72,56.6,182.3,Hot
2023-03-05 07:30:00,35.71,46.3,151.9,Hot
2023-03-05 07:45:00,39.87,48.9,206.1,Hot
2023-03-05 08:00:00,36.23,52.3,185.8,Hot
2023-03-05 08:15:00,39.57,35.6,211.2,Hot
2023-03-05 08:30:00,34.13,44.7,217.9,Hot
2023-03-05 08:45:00,43.5,37.3,212.2,Hot
2023-03-05 09:00:00,42.19,38.4,185.4,Hot
2023-03-05 09:15:00,39.13,46.1,202.2,Hot
2023-03-05 09:30:00,39.49,45.8,150.2,Hot
2023-03-05 09:45:00,36.69,50.8,194.7,Hot
2023-03-05 10:00:00,39.94,37.1,152.1,Hot
2023-03-05 10:15:00,40.28,36.1,136.6,Hot
2023-03-05 10:30:00,41.36,38.3,135.6,Hot
2023-03-05 10:45:00,40.69,41.8,137.7,Hot
2023-03-05 11:00:00,43.28,28.7,116.7,Hot
2023-03-05 11:15:00,37.61,35.4,130.4,Hot
2023-03-05 11:30:00,40.34,43.5,139.6,Hot
2023-03-05 11:45:00,40.68,40.0,148.4,Hot
2023-03-05 12:00:00,42.96,38.2,146.4,Hot
2023-03-05 12:15:00,44.77,25.7,120.6,Hot
2023-03-05 12:30:00,38.17,41.0,156.8,Hot
2023-03-05 12:45:00,43.28,30.7,152.3,Hot
2023-03-05 13:00:00,37.15,42.1,129.1,Hot
2023-03-05 13:15:00,38.48,34.5,179.6,Hot
2023-03-05 13:30:00,41.58,42.8,158.7,Hot
2023-03-05 13:45:00,40.58,34.0,85.2,Hot
2023-03-05 14:00:00,39.33,44.0,130.2,Hot
2023-03-05 14:15:00,38.72,42.0,153.9,Hot
2023-03-05 14:30:00,37.71,35.3,183.2,Hot
2023-03-05 14:45:00,38.76,44.1,155.6,Hot
2023-03-05 15:00:00,39.67,44.2,134.9,Hot
2023-03-05 15:15:00,41.92,42.9,138.6,Hot
2023-03-05 15:30:00,36.38,51.2,160.8,Hot
2023-03-05 15:45:00,36.75,41.6,148.6,Hot
2023-03-05 16:00:00,37.86,49.0,149.7,Hot
2023-03-05 16:15:00,38.61,40.4,139.7,Hot
2023-03-05 16:30:00,38.79,47.2,149.7,Hot
2023-03-05 16:45:00,36.49,53.9,186.1,Hot
2023-03-05 17:00:00,33.23,60.3,237.3,Hot
2023-03-05 17:15:00,33.72,52.4,204.1,Hot
2023-03-05 17:30:00,36.68,43.8,210.8,Hot
2023-03-05 17:45:00,29.32,67.4,232.3,Normal
2023-03-05 18:00:00,34.0,61.6,452.4,Poor Air Quality
2023-03-05 18:15:00,31.53,53.7,210.9,Normal
2023-03-05 18:30:00,34.77,56.4,230.7,Hot
2023-03-05 18:45:00,32.68,57.9,165.8,Hot
2023-03-05 19:00:00,31.05,63.0,169.0,Normal
2023-03-05 19:15:00,33.53,68.5,212.1,Hot
2023-03-05 19:30:00,31.87,54.6,210.0,Normal
2023-03-05 19:45:00,30.77,65.2,148.2,Normal
2023-03-05 20:00:00,28.8,69.3,166.4,Normal
2023-03-05 20:15:00,27.58,68.8,124.8,Normal
2023-03-05 20:30:00,29.33,68.7,181.8,Normal
2023-03-05 20:45:00,29.54,69.2,663.5,Poor Air Quality
2023-03-05 21:00:00,24.61,77.2,150.6,Normal
2023-03-05 21:15:00,27.74,68.1,175.7,Normal
2023-03-05 21:30:00,29.18,82.8,158.5,Normal
2023-03-05 21:45:00,27.02,84.8,176.2,Normal
2023-03-05 22:00:00,24.93,78.9,189.1,Normal
2023-03-05 22:15:00,27.07,77.4,173.9,Normal
2023-03-05 22:30:00,22.23,86.2,176.5,Normal
2023-03-05 22:45:00,24.84,80.1,170.0,Normal
2023-03-05 23:00:00,30.67,76.3,181.8,Normal
2023-03-05 23:15:00,28.79,79.3,190.2,Normal
2023-03-05 23:30:00,25.2,89.1,1145.0,Poor Air Quality
2023-03-05 23:45:00,26.51,81.9,172.8,Normal
2023-03-06 00:00:00,22.09,86.0,128.6,Normal
2023-03-06 00:15:00,18.64,90.9,146.2,Foggy
2023-03-06 00:30:00,27.24,71.9,154.5,Normal
2023-03-06 00:45:00,28.01,77.0,136.8,Normal
2023-03-06 01:00:00,26.13,88.9,169.6,Normal
2023-03-06 01:15:00,27.62,71.8,147.4,Normal
2023-03-06 01:30:00,24.33,80.4,133.1,Normal
2023-03-06 01:45:00,26.28,75.6,192.3,Normal
2023-03-06 02:00:00,29.29,74.1,133.5,Normal
2023-03-06 02:15:00,24.44,74.0,189.6,Normal
2023-03-06 02:30:00,23.26,77.1,151.4,Normal
2023-03-06 02:45:00,26.73,69.2,198.0,Normal
2023-03-06 03:00:00,31.08,71.3,164.0,Normal
2023-03-06 03:15:00,24.28,77.5,173.0,Normal
2023-03-06 03:30:00,26.99,69.3,167.5,Normal
2023-03-06 03:45:00,31.46,59.0,141.6,Normal
2023-03-06 04:00:00,30.27,67.7,131.3,Normal
2023-03-06 04:15:00,28.74,72.2,146.1,Normal
2023-03-06 04:30:00,28.35,70.6,177.9,Normal
2023-03-06 04:45:00,30.63,65.0,160.3,Normal
2023-03-06 05:00:00,33.08,58.8,140.3,Hot
2023-03-06 05:15:00,28.48,70.1,185.4,Normal
2023-03-06 05:30:00,29.19,69.9,176.7,Normal
2023-03-06 05:45:00,33.37,55.5,135.6,Hot
2023-03-06 06:00:00,34.6,56.7,141.6,Hot
2023-03-06 06:15:00,31.64,49.5,124.5,Normal
2023-03-06 06:30:00,33.47,67.1,167.3,Hot
2023-03-06 06:45:00,35.85,50.1,175.4,Hot
2023-03-06 07:00:00,31.4,58.8,206.9,Normal
2023-03-06 07:15:00,38.45,51.4,244.2,Hot
